S.No,Date,(Node 01) Battery Voltage ,(Node 01) Soil EC,(Node 01) Soil Moisture ,(Node 01) Soil Temperature ,(Node 01) Solar Voltage ,(Node 02) Battery Voltage ,(Node 02) Soil EC,(Node 02) Soil Moisture ,(Node 02) Soil Temperature ,(Node 02) Solar Voltage ,(Node 03) Battery Voltage ,(Node 03) Soil EC,(Node 03) Soil Moisture ,(Node 03) Soil Temperature ,(Node 03) Solar Voltage ,(Node 04) Battery Voltage ,(Node 04) Soil EC,(Node 04) Soil Moisture ,(Node 04) Soil Temperature ,(Node 04) Solar Voltage 
239,12/03/2022- 6:23:51 AM,4.09,,20.43,,3.94,,,,,,,,,,,,,,,
240,12/03/2022- 6:34:15 AM,4.09,111.08,20.29,23.43,3.99,,,,,,,,,,,,,,,
241,12/03/2022- 6:45:40 AM,4.09,112.3,20.36,23.34,3.99,,,,,,,,,,,,,,,
242,12/03/2022- 6:56:15 AM,4.09,112.3,20.36,23.57,4.01,,,,,,,,,,,,,,,
243,12/03/2022- 7:06:37 AM,4.11,111.08,20.34,23.57,4.1,,58.59,,23.43,,,,,,,,,,,
244,12/03/2022- 7:18:02 AM,4.15,119.63,20.73,23.49,4.37,,,,,,,,,,,,,,,
245,12/03/2022- 7:28:38 AM,4.17,111.08,20.48,23.57,4.23,4.18,57.37,17.31,23.28,4.19,,,,,,,,,,
246,12/03/2022- 7:39:01 AM,4.17,,20.39,,4.24,,,,,,,,,,,,,,,
247,12/03/2022- 7:50:25 AM,4.18,114.75,20.43,23.49,4.21,,,,,,,,,,,4.11,133.06,21.26,21.76,4.11
248,12/03/2022- 8:01:00 AM,4.21,122.07,20.56,23.6,4.46,,,,,,,,,,,,,,,
249,12/03/2022- 8:11:23 AM,4.25,128.17,20.58,23.66,4.62,,,,,,,,,,,,,,,
250,12/03/2022- 8:23:02 AM,4.25,129.39,20.34,23.69,4.4,,,,,,,,,,,,,,,
251,12/03/2022- 8:33:24 AM,4.24,117.19,20.36,23.57,4.48,,,,,,,,,,,,,,,
252,12/03/2022- 8:44:49 AM,4.27,128.17,20.63,23.9,4.36,,,,,,,,,,,,,,,
253,12/03/2022- 8:55:26 AM,4.26,119.63,20.56,23.66,4.41,,,,,,,,,,,,,,,
254,12/03/2022- 9:05:49 AM,4.22,114.75,20.31,23.16,5,,,,,,,,,,,,,,,
255,12/03/2022- 9:17:13 AM,4.26,130.62,20.65,23.57,4.4,,,,,,,,,,,,,,,
256,12/03/2022- 9:27:50 AM,4.22,118.41,20.17,23.02,5,,,,,,,,,,,,,,,
257,12/03/2022- 9:39:14 AM,4.23,113.53,20.46,23.34,4.3,,,,,,,,,,,,,,,
258,12/03/2022- 9:49:37 AM,4.23,104.98,20,23.16,5,,,,,,,,,,,,,,,
259,12/03/2022- 10:00:13 AM,4.25,,20.14,,4.43,,,,,,,,,,,,,,,
260,12/03/2022- 10:11:38 AM,4.27,122.07,20.41,23.43,5,,,,,,,,,,,,,,,
261,12/03/2022- 10:23:02 AM,4.27,117.19,20.39,23.37,4.49,,,,,,,,,,,,,,,
262,12/03/2022- 10:33:39 AM,4.24,112.3,20.36,22.99,5,,,,,,4.21,59.81,22.58,21.85,5,,,,,
263,12/03/2022- 10:44:01 AM,4.24,107.42,20,23.02,5,,,,,,,,,,,4.19,125.73,21.12,21.49,5
264,12/03/2022- 10:55:41 AM,4.23,100.1,20.07,22.87,5,,,,,,,,,,,4.19,133.06,21.31,21.49,5
265,12/03/2022- 11:06:03 AM,4.24,104.98,20.24,23.16,5,,,,,,,,,,,,,,,
266,12/03/2022- 11:17:28 AM,4.23,100.1,19.82,22.67,5,,,,,,,,,,,,,,,
267,12/03/2022- 11:28:03 AM,4.23,109.86,20.26,23.05,5,,,,,,,,,,,,,,,
268,12/03/2022- 11:39:28 AM,4.23,109.86,20.21,23.19,5,,,,,,,,,,,,,,,
269,12/03/2022- 11:49:51 AM,4.23,118.41,20.29,23.05,5,,62.26,,22.87,,,,,,,,,,,
270,12/03/2022- 12:00:29 PM,4.23,106.2,20.17,22.9,5,4.23,52.49,17.07,22.81,5,,,,,,,,,,
271,12/03/2022- 12:11:55 PM,4.23,109.86,20.24,23.11,5,4.23,62.26,17.19,22.87,5,,,,,,,,,,
272,12/03/2022- 12:22:18 PM,4.23,114.75,20.12,22.99,5,,,,,,,,,,,,,,,
273,12/03/2022- 12:33:58 PM,4.23,109.86,20.53,22.9,5,,,,,,,,,,,,,,,
274,12/03/2022- 12:44:23 PM,4.23,104.98,19.92,23.11,5,,,,,,,,,,,,,,,
275,12/03/2022- 1:06:29 PM,4.23,109.86,20.04,22.99,5,,,,,,,,,,,,,,,
276,12/03/2022- 1:16:52 PM,4.25,,20.31,,4.36,,,,,,,,,,,,,,,
277,12/03/2022- 1:28:31 PM,4.24,112.3,20.07,23.13,5,,,,,,,,,,,,,,,
278,12/03/2022- 1:38:54 PM,4.24,107.42,20.02,22.93,5,,,,,,,,,,,,,,,
279,12/03/2022- 1:50:19 PM,4.23,112.3,20.09,23.13,5,,,,,,,,,,,,,,,
280,12/03/2022- 2:00:56 PM,4.26,111.08,20.14,23.34,4.46,,,,,,,,,,,,,,,
281,12/03/2022- 2:12:21 PM,4.25,112.3,20.14,23.22,4.28,,,,,,,,,,,,,,,
282,12/03/2022- 2:22:44 PM,4.24,109.86,19.9,23.08,5,,,,,,,,,,,4.22,,21.22,,5
283,12/03/2022- 2:33:43 PM,4.24,108.64,20.24,23.02,5,,,,,,,,,,,,,,,
284,12/03/2022- 2:45:08 PM,4.26,113.53,20.26,23.34,4.55,,,,,,,,,,,,,,,
285,12/03/2022- 2:55:30 PM,4.24,111.08,20.07,23.05,5,,,,,,,58.59,,22.67,,,,,,
286,12/03/2022- 3:06:06 PM,4.24,113.53,20,23.05,5,,,,,,,,,,,,,,,
287,12/03/2022- 3:17:32 PM,4.25,111.08,20.17,23.25,4.28,,,,,,,,,,,,,,,
288,12/03/2022- 3:28:08 PM,4.25,109.86,19.97,23.16,4.24,,,,,,,,,,,,,,,
289,12/03/2022- 3:39:33 PM,4.26,108.64,20.04,23.25,4.46,,,,,,,,,,,,,,,
290,12/03/2022- 3:49:55 PM,4.26,113.53,20.04,23.19,4.33,,,,,,,,,,,,,,,
291,12/03/2022- 4:00:31 PM,4.25,104.98,20,23.22,4.26,,,,,,,,,,,,,,,
292,12/03/2022- 4:11:56 PM,4.24,101.32,19.82,23.19,4.17,,,,,,,,,,,,,,,
293,12/03/2022- 4:22:18 PM,4.24,107.42,20.12,23.16,4.14,,,,,,,,,,,,,,,
294,12/03/2022- 4:33:58 PM,4.23,102.54,20,23.22,4.02,,,,,,,,,,,,,,,
295,12/03/2022- 4:44:20 PM,4.22,111.08,19.97,23.16,2.82,,61.04,,23.78,,,,,,,,,,,
296,12/03/2022- 4:55:46 PM,4.21,,20,,0.85,,,,,,,,,,,,,,,
297,12/03/2022- 5:06:22 PM,4.2,,19.95,,0.12,,,,,,,,,,,,,,,
298,12/03/2022- 5:16:44 PM,4.2,109.86,19.9,23.13,0.06,,,,,,,,,,,,,,,
299,12/03/2022- 5:28:08 PM,4.19,104.98,19.97,23.37,0.06,,,,,,,,,,,,,,,
300,12/03/2022- 5:38:45 PM,4.19,,20.17,,0.06,,,,,,,,,,,,,,,
301,12/03/2022- 5:49:07 PM,4.18,109.86,20.21,23.34,0.06,,,,,,,,,,,,,,,
302,12/03/2022- 6:00:45 PM,4.18,106.2,19.85,23.37,0.06,,,,,,,,,,,,,,,
303,12/03/2022- 6:11:08 PM,4.17,108.64,20.17,23.19,0.06,,,,,,,,,,,,,,,
304,12/03/2022- 6:22:32 PM,4.17,103.76,20.02,23.43,0.06,,,,,,,,,,,,,,,
305,12/03/2022- 6:33:08 PM,4.17,101.32,20.24,23.4,0.06,,,,,,,,,,,,,,,
306,12/03/2022- 6:43:30 PM,4.16,107.42,20,23.37,0.06,,,,,,,,,,,,,,,
307,12/03/2022- 6:54:54 PM,4.16,109.86,19.9,23.25,0.06,,,,,,,,,,,,,,,
308,12/03/2022- 7:05:30 PM,4.16,111.08,20.14,23.37,0.06,,,,,,,,,,,,,,,
309,12/03/2022- 7:15:53 PM,4.16,,20,,0.07,,,,,,4.16,56.15,22.41,23.08,0.06,,,,,
310,12/03/2022- 7:27:18 PM,4.15,111.08,20.02,23.28,0.06,,,,,,4.16,57.37,22.63,22.99,0.06,,,,,
311,12/03/2022- 7:37:54 PM,4.15,106.2,20.09,23.37,0.07,,,,,,,,,,,,,,,
312,12/03/2022- 7:49:19 PM,4.15,108.64,20.09,23.25,0.07,,,,,,,,,,,,,,,
313,12/03/2022- 7:59:41 PM,4.15,107.42,20.24,23.49,0.07,,,,,,,,,,,,,,,
314,12/03/2022- 8:10:17 PM,4.15,114.75,20.09,23.57,0.07,,,,,,,,,,,,,,,
315,12/03/2022- 8:21:42 PM,4.14,108.64,20.09,23.43,0.07,,,,,,,,,,,,,,,
316,12/03/2022- 8:32:17 PM,4.14,112.3,20.09,23.46,0.07,,,,,,,,,,,,,,,
317,12/03/2022- 8:42:40 PM,4.14,102.54,20.02,23.49,0.07,,,,,,,,,,,4.12,135.5,21.31,23.28,0.07
318,12/03/2022- 8:54:05 PM,4.14,,20.02,,0.07,,,,,,,,,,,,,,,
319,12/03/2022- 9:04:41 PM,4.14,101.32,20.07,23.46,0.07,,,,,,,,,,,,,,,
320,12/03/2022- 9:16:05 PM,4.14,115.97,20.09,23.46,0.07,,,,,,,,,,,,,,,
321,12/03/2022- 9:26:27 PM,4.13,112.3,20.19,23.49,0.07,,59.81,,24.16,,,,,,,,,,,
322,12/03/2022- 9:37:04 PM,4.13,108.64,20,23.57,0.07,,,,,,,,,,,,,,,
323,12/03/2022- 9:48:29 PM,4.13,,19.97,,0.07,,,,,,,,,,,,,,,
324,12/03/2022- 9:58:51 PM,4.13,107.42,20.07,23.54,0.07,,,,,,,,,,,,,,,
325,12/03/2022- 10:09:28 PM,4.13,104.98,20.14,23.6,0.07,,,,,,,,,,,,,,,
326,12/03/2022- 10:20:52 PM,4.13,103.76,20.17,23.43,0.07,,,,,,,,,,,,,,,
327,12/03/2022- 10:31:14 PM,4.13,111.08,20.26,23.66,0.07,,,,,,,,,,,,,,,
328,12/03/2022- 10:41:50 PM,4.12,,20.14,,0.07,,,,,,,,,,,,,,,
329,12/03/2022- 10:53:15 PM,4.12,102.54,20.04,23.52,0.07,,,,,,,,,,,,,,,
330,12/03/2022- 11:03:50 PM,4.12,109.86,20.21,23.6,0.07,,,,,,,,,,,,,,,
331,12/03/2022- 11:15:14 PM,4.12,111.08,19.97,23.54,0.07,,,,,,,,,,,,,,,
332,12/03/2022- 11:25:37 PM,4.12,111.08,20.31,23.57,0.06,,,,,,,,,,,,,,,
333,12/03/2022- 11:36:14 PM,4.12,111.08,20.02,23.57,0.07,,,,,,4.12,53.71,22.61,22.75,0.06,,,,,
334,12/03/2022- 11:58:24 PM,4.12,106.2,20.26,23.46,0.07,,,,,,4.12,61.04,22.85,22.9,0.06,,,,,
335,12/04/2022- 12:09:01 AM,4.12,,20.24,,0.07,,,,,,,,,,,,,,,
336,12/04/2022- 12:19:23 AM,4.12,103.76,20.26,23.57,0.06,,,,,,,,,,,,,,,
337,12/04/2022- 12:30:47 AM,4.11,112.3,20.09,23.54,0.06,,,,,,,,,,,,,,,
338,12/04/2022- 12:41:23 AM,4.11,106.2,20.04,23.49,0.07,,,,,,,,,,,,,,,
339,12/04/2022- 12:52:47 AM,4.11,107.42,20.31,23.57,0.07,,,,,,,,,,,,,,,
340,12/04/2022- 1:03:10 AM,4.11,107.42,20.34,23.43,0.07,,,,,,,,,,,,,,,
341,12/04/2022- 1:13:45 AM,4.11,103.76,20.17,23.46,0.07,,,,,,,,,,,,,,,
342,12/04/2022- 1:25:10 AM,4.11,104.98,20.09,23.6,0.07,,,,,,,,,,,,,,,
343,12/04/2022- 1:35:46 AM,4.11,113.53,20.12,23.66,0.06,,,,,,,,,,,,,,,
344,12/04/2022- 1:46:09 AM,4.11,102.54,20.31,23.57,0.06,,,,,,,,,,,,,,,
345,12/04/2022- 1:57:33 AM,4.11,107.42,20.09,23.63,0.06,,,,,,,,,,,,,,,
346,12/04/2022- 2:08:08 AM,4.1,103.76,20.21,23.66,0.06,,53.71,,23.75,,,,,,,,,,,
347,12/04/2022- 2:18:31 AM,4.11,104.98,20.26,23.54,0.06,,,,,,,,,,,,,,,
348,12/04/2022- 2:29:55 AM,4.1,107.42,20.07,23.49,0.06,,,,,,,,,,,,,,,
349,12/04/2022- 2:40:32 AM,4.1,108.64,20.07,23.52,0.07,,,,,,,,,,,,,,,
350,12/04/2022- 2:51:57 AM,4.1,108.64,20.24,23.52,0.06,,,,,,,,,,,,,,,
351,12/04/2022- 3:02:19 AM,4.1,108.64,20.09,23.54,0.06,,,,,,,,,,,,,,,
352,12/04/2022- 3:12:55 AM,4.1,113.53,20.14,23.37,0.06,,,,,,,,,,,4.08,128.17,21.24,22.31,0.06
353,12/04/2022- 3:24:20 AM,4.1,107.42,20.36,23.43,0.06,,,,,,,,,,,4.08,129.39,21.31,22.4,0.06
354,12/04/2022- 3:34:42 AM,4.1,109.86,20.29,23.54,0.07,,,,,,,,,,,,,,,
355,12/04/2022- 3:45:16 AM,4.1,108.64,20.41,23.57,0.06,,,,,,,52.49,,22.67,,,,,,
356,12/04/2022- 3:56:41 AM,4.1,108.64,19.95,23.63,0.07,,,,,,,,,,,,,,,
357,12/04/2022- 4:07:18 AM,4.1,,20.41,,0.07,,,,,,,,,,,,,,,
358,12/04/2022- 4:17:40 AM,4.1,107.42,20,23.63,0.06,,,,,,,,,,,,,,,
359,12/04/2022- 4:29:04 AM,4.1,111.08,19.9,23.43,0.06,,,,,,,,,,,,,,,
360,12/04/2022- 4:39:40 AM,4.1,113.53,20.07,23.54,0.07,,,,,,,,,,,,,,,
361,12/04/2022- 4:51:04 AM,4.1,111.08,20.26,23.52,0.06,,,,,,,,,,,,,,,
362,12/04/2022- 5:01:26 AM,4.1,104.98,20.17,23.37,0.06,,,,,,,,,,,,,,,
363,12/04/2022- 5:12:01 AM,4.1,108.64,19.92,23.37,0.07,,,,,,,,,,,,,,,
364,12/04/2022- 5:23:25 AM,4.09,109.86,20.21,23.43,0.07,,,,,,,,,,,,,,,
365,12/04/2022- 5:33:47 AM,4.09,103.76,20.12,23.43,0.01,,,,,,,,,,,,,,,
366,12/04/2022- 5:44:23 AM,4.09,100.1,20.31,23.63,0.02,,,,,,,,,,,,,,,
367,12/04/2022- 5:55:48 AM,4.09,111.08,20.02,23.4,0.18,,,,,,,,,,,,,,,
368,12/04/2022- 6:06:10 AM,4.09,106.2,20.09,23.37,1.67,,,,,,,,,,,,,,,
369,12/04/2022- 6:16:47 AM,4.09,107.42,20.12,23.31,3.36,,,,,,,,,,,,,,,
370,12/04/2022- 6:28:12 AM,4.09,104.98,20.51,23.46,3.95,,,,,,,,,,,,,,,
371,12/04/2022- 6:38:47 AM,4.09,104.98,20.12,23.34,4.01,,,,,,,,,,,,131.84,,21.82,
372,12/04/2022- 6:49:10 AM,4.1,109.86,20.09,23.4,4.04,,,,,,,,,,,,,,,
373,12/04/2022- 7:00:35 AM,4.1,,20.34,,4.07,,,,,,,,,,,,,,,
374,12/04/2022- 7:11:09 AM,4.12,113.53,20.29,23.52,4.2,,,,,,,,,,,,,,,
375,12/04/2022- 7:22:34 AM,4.11,109.86,20.21,23.46,4.07,,,,,,,,,,,,,,,
376,12/04/2022- 7:32:56 AM,4.11,106.2,20.21,23.43,4.07,,,,,,,,,,,,,,,
377,12/04/2022- 7:43:32 AM,4.13,112.3,20.12,23.43,4.13,,,,,,,,,,,,,,,
378,12/04/2022- 7:54:56 AM,4.2,123.29,20.36,23.6,4.43,,,,,,,,,,,,,,,
379,12/04/2022- 8:05:18 AM,4.23,120.85,20.17,23.11,5,,,,,,,,,,,,,,,
380,12/04/2022- 8:15:54 AM,4.21,117.19,20.36,23.63,4.34,,,,,,,47.61,,22.08,,,,,,
381,12/04/2022- 8:27:19 AM,4.25,128.17,20.58,23.75,4.36,,,,,,4.19,74.46,22.83,21.87,5,,,,,
382,12/04/2022- 8:37:41 AM,4.25,123.29,20.43,23.63,4.36,,,,,,,,,,,,,,,
383,12/04/2022- 8:49:21 AM,4.23,123.29,20.53,23.37,4.43,,,,,,,,,,,,,,,
384,12/04/2022- 8:59:43 AM,4.24,120.85,20.19,23.66,4.46,,,,,,,,,,,,,,,
385,12/04/2022- 9:10:20 AM,4.26,115.97,20.29,23.43,4.42,,,,,,,,,,,,,,,
386,12/04/2022- 9:21:44 AM,4.26,115.97,20.43,23.43,4.44,,,,,,,,,,,,,,,
387,12/04/2022- 11:33:33 AM,4.23,104.98,19.92,23.13,5,4.25,62.26,16.97,23.13,4.49,,,,,,,,,,
388,12/04/2022- 12:06:29 PM,4.23,101.32,19.85,23.22,5,,,,,,,,,,,,,,,
389,12/04/2022- 12:16:51 PM,4.23,106.2,19.75,22.96,5,,,,,,,,,,,,,,,
390,12/04/2022- 12:28:15 PM,4.23,97.66,20.14,23.13,5,,,,,,,,,,,,,,,
391,12/04/2022- 12:38:51 PM,4.23,109.86,20.09,23.16,5,,,,,,4.19,59.81,22.41,22.26,5,,,,,
392,12/04/2022- 12:50:16 PM,4.23,,19.97,,5,,,,,,,,,,,,,,,
393,12/04/2022- 1:00:38 PM,4.23,112.3,19.97,22.96,5,,,,,,,,,,,,,,,
394,12/04/2022- 1:11:14 PM,4.23,112.3,20.14,23.02,5,,,,,,,,,,,4.19,126.95,20.97,21.96,5
395,12/04/2022- 1:22:39 PM,4.26,120.85,20.17,23.28,5,,,,,,,,,,,4.19,114.75,21.12,22.08,5
396,12/04/2022- 1:33:15 PM,4.24,114.75,19.92,23.02,5,,,,,,,,,,,,,,,
397,12/04/2022- 1:44:40 PM,4.23,112.3,19.97,22.84,5,,,,,,,,,,,,,,,
398,12/04/2022- 1:55:02 PM,4.23,112.3,19.97,22.99,5,,,,,,,,,,,,,,,
399,12/04/2022- 2:06:40 PM,4.23,106.2,19.78,23.02,5,,,,,,,,,,,,,,,
400,12/04/2022- 2:17:02 PM,4.23,107.42,19.97,23.02,5,,,,,,,,,,,,,,,
401,12/04/2022- 2:28:27 PM,4.23,111.08,19.92,22.9,5,,,,,,,,,,,,,,,
402,12/04/2022- 2:39:02 PM,4.23,111.08,19.73,23.05,5,,,,,,,,,,,,,,,
403,12/04/2022- 2:50:27 PM,4.26,123.29,19.95,23.4,4.64,,,,,,,,,,,,,,,
404,12/04/2022- 3:00:49 PM,4.26,118.41,19.95,23.4,4.53,,,,,,,,,,,,,,,
405,12/04/2022- 3:11:26 PM,4.26,109.86,20.12,23.25,4.52,,,,,,,,,,,,,,,
406,12/04/2022- 3:22:51 PM,4.26,111.08,19.97,23.46,4.54,,,,,,,,,,,,,,,
407,12/04/2022- 3:33:13 PM,4.25,109.86,19.97,23.37,4.35,,,,,,,,,,,,,,,
408,12/04/2022- 3:44:51 PM,4.25,108.64,19.87,23.4,4.28,,,,,,,,,,,,,,,
409,12/04/2022- 3:55:14 PM,4.24,106.2,20.14,23.25,4.22,4.27,53.71,17.29,23.66,4.2,,,,,,,,,,
410,12/04/2022- 4:06:51 PM,4.25,104.98,19.82,23.34,4.19,,,,,,,,,,,,,,,
411,12/04/2022- 4:17:13 PM,4.24,101.32,19.97,23.28,4.15,4.27,53.71,17.19,23.72,4.16,,,,,,,,,,
412,12/04/2022- 4:28:39 PM,4.23,,19.95,,4.09,,,,,,,,,,,,,,,
413,12/04/2022- 4:39:15 PM,4.22,108.64,20.02,23.16,3.55,,,,,,,,,,,,122.07,,23.16,
414,12/04/2022- 4:49:38 PM,4.22,104.98,19.75,23.4,2.16,,,,,,,,,,,,,,,
415,12/04/2022- 5:01:02 PM,4.21,100.1,20.09,23.19,0.37,,,,,,,,,,,,,,,
416,12/04/2022- 5:11:38 PM,4.2,112.3,20.02,23.31,0.09,,,,,,4.2,58.59,22.56,22.9,0.08,,,,,
417,12/04/2022- 5:22:01 PM,4.2,104.98,19.8,23.46,0.06,,,,,,,,,,,,,,,
418,12/04/2022- 5:33:25 PM,4.19,103.76,19.82,23.4,0.06,,,,,,,,,,,,,,,
419,12/04/2022- 5:44:01 PM,4.19,106.2,20.04,23.54,0.06,,,,,,,,,,,,,,,
420,12/04/2022- 5:55:25 PM,4.18,115.97,19.92,23.28,0.06,,,,,,,,,,,,,,,
421,12/04/2022- 6:06:02 PM,4.18,104.98,19.75,23.4,0.06,,,,,,,,,,,,,,,
422,12/04/2022- 6:16:24 PM,4.17,101.32,20.24,23.43,0.06,,,,,,,,,,,,,,,
423,12/04/2022- 6:27:49 PM,4.17,107.42,20.04,23.43,0.07,,,,,,,,,,,,,,,
424,12/04/2022- 6:38:25 PM,4.17,106.2,20.07,23.31,0.07,,,,,,,,,,,,,,,
425,12/04/2022- 6:48:47 PM,4.16,107.42,20,23.49,0.07,,,,,,,,,,,,,,,
426,12/04/2022- 7:00:12 PM,4.16,106.2,19.82,23.49,0.07,,,,,,,,,,,,,,,
427,12/04/2022- 7:10:47 PM,4.16,106.2,20.12,23.43,0.07,,,,,,,,,,,,,,,
428,12/04/2022- 7:22:12 PM,4.16,103.76,20.07,23.54,0.07,,,,,,,,,,,,,,,
429,12/04/2022- 7:32:34 PM,4.15,104.98,19.92,23.57,0.07,,,,,,,,,,,,,,,
430,12/04/2022- 7:43:09 PM,4.15,106.2,19.95,23.49,0.07,,,,,,,,,,,,,,,
431,12/04/2022- 7:54:33 PM,4.15,104.98,19.92,23.52,0.07,,,,,,,,,,,,,,,
432,12/04/2022- 8:04:56 PM,4.15,106.2,19.9,23.6,0.07,,,,,,,,,,,4.12,,21.22,,0.07
433,12/04/2022- 8:15:33 PM,4.15,106.2,19.97,23.52,0.07,,,,,,,,,,,,,,,
434,12/04/2022- 8:26:58 PM,4.14,108.64,19.85,23.63,0.07,,,,,,,,,,,,,,,
435,12/04/2022- 8:37:33 PM,4.14,102.54,20.17,23.57,0.07,,,,,,,,,,,,,,,
436,12/04/2022- 8:47:55 PM,4.14,107.42,19.92,23.52,0.07,4.18,58.59,17.33,24.01,0.11,,,,,,,,,,
437,12/04/2022- 8:59:19 PM,4.14,106.2,20,23.52,0.07,4.18,58.59,17.11,24.04,0.11,,,,,,,,,,
438,12/04/2022- 9:09:55 PM,4.14,98.88,20.02,23.6,0.07,,,,,,,,,,,,,,,
439,12/04/2022- 9:21:20 PM,4.13,107.42,20,23.52,0.07,,,,,,,,,,,,,,,
440,12/04/2022- 9:31:42 PM,4.13,108.64,19.95,23.52,0.07,,,,,,4.14,61.04,22.66,22.93,0.06,,,,,
441,12/04/2022- 9:42:19 PM,4.13,101.32,19.92,23.69,0.07,,,,,,,,,,,,,,,
442,12/04/2022- 9:53:43 PM,4.13,108.64,19.97,23.69,0.07,,,,,,,,,,,,,,,
443,12/04/2022- 10:04:05 PM,4.13,98.88,20.04,23.6,0.07,,,,,,,,,,,,,,,
444,12/04/2022- 10:14:41 PM,4.13,100.1,19.95,23.57,0.07,,,,,,,,,,,,,,,
445,12/04/2022- 10:26:06 PM,4.13,104.98,20.14,23.69,0.07,,,,,,,,,,,,,,,
446,12/04/2022- 10:36:28 PM,4.13,106.2,20.07,23.66,0.07,,,,,,,,,,,,,,,
447,12/04/2022- 10:47:04 PM,4.13,,20.04,,0.07,,,,,,,,,,,,,,,
448,12/04/2022- 10:58:28 PM,4.12,106.2,20.02,23.69,0.07,,,,,,,,,,,,,,,
449,12/04/2022- 11:09:03 PM,4.12,104.98,19.85,23.75,0.07,,,,,,,,,,,,119.63,,23.08,
450,12/04/2022- 11:20:28 PM,4.12,111.08,19.85,23.57,0.06,,,,,,,,,,,4.1,129.39,21.51,23.05,0.06
451,12/04/2022- 11:30:50 PM,4.12,112.3,19.75,23.66,0.07,,,,,,,,,,,,,,,
452,12/04/2022- 11:41:25 PM,4.12,104.98,19.9,23.72,0.07,,,,,,,,,,,,,,,
453,12/04/2022- 11:52:49 PM,4.12,109.86,20.04,23.54,0.07,,,,,,,,,,,,,,,
454,12/05/2022- 12:03:12 AM,4.12,109.86,19.97,23.69,0.07,,,,,,,,,,,,,,,
455,12/05/2022- 12:13:49 AM,4.12,108.64,19.85,23.57,0.07,,,,,,,,,,,,,,,
456,12/05/2022- 12:25:13 AM,4.12,102.54,19.92,23.6,0.07,,,,,,,,,,,,,,,
457,12/05/2022- 12:35:35 AM,4.11,111.08,20.07,23.49,0.07,,,,,,,,,,,,,,,
458,12/05/2022- 12:47:13 AM,4.11,104.98,20.04,23.52,0.07,,,,,,,,,,,,,,,
459,12/05/2022- 12:57:35 AM,4.11,102.54,20.02,23.49,0.07,,,,,,,,,,,,,,,
460,12/05/2022- 1:07:57 AM,4.11,109.86,20.12,23.57,0.07,4.16,53.71,17.09,23.84,0.1,,,,,,,,,,
461,12/05/2022- 1:19:35 AM,4.11,101.32,20.12,23.54,0.06,,,,,,,,,,,,,,,
462,12/05/2022- 1:29:57 AM,4.11,102.54,20.09,23.72,0.07,,58.59,,23.87,,,,,,,,,,,
463,12/05/2022- 1:40:33 AM,4.11,101.32,20.02,23.6,0.07,,,,,,4.11,48.83,22.73,22.72,0.06,,,,,
464,12/05/2022- 1:51:57 AM,4.11,104.98,20.04,23.69,0.06,,,,,,4.11,59.81,22.49,22.78,0.06,,,,,
465,12/05/2022- 2:02:20 AM,4.11,104.98,19.97,23.66,0.06,,,,,,,,,,,,,,,
466,12/05/2022- 2:12:57 AM,4.11,,20.21,,0.07,,,,,,,,,,,,,,,
467,12/05/2022- 2:24:21 AM,4.11,106.2,20,23.72,0.07,,,,,,,,,,,4.09,128.17,21.31,22.72,0.06
468,12/05/2022- 2:34:43 AM,4.11,107.42,19.97,23.63,0.07,,,,,,,,,,,,,,,
469,12/05/2022- 2:46:21 AM,4.1,,20.14,,0.06,,,,,,,,,,,,,,,
470,12/05/2022- 2:56:43 AM,4.1,108.64,19.95,23.72,0.06,,,,,,,,,,,,,,,
471,12/05/2022- 3:07:06 AM,4.1,,20.04,,0.06,,,,,,,,,,,,,,,
472,12/05/2022- 3:18:43 AM,4.1,108.64,19.87,23.57,0.07,,,,,,,,,,,,,,,
473,12/05/2022- 3:29:06 AM,4.1,102.54,20.07,23.52,0.07,,,,,,,,,,,,,,,
474,12/05/2022- 3:40:31 AM,4.1,102.54,19.92,23.52,0.06,,,,,,,,,,,,,,,
475,12/05/2022- 3:51:07 AM,4.1,104.98,20.09,23.54,0.07,,,,,,,,,,,,,,,
476,12/05/2022- 4:01:30 AM,4.1,102.54,19.9,23.52,0.07,,,,,,,,,,,,,,,
477,12/05/2022- 4:12:06 AM,4.1,107.42,20.17,23.46,0.07,,,,,,,,,,,,,,,
478,12/05/2022- 4:23:31 AM,4.1,103.76,20.02,23.57,0.07,,,,,,,,,,,,,,,
479,12/05/2022- 4:33:53 AM,4.1,100.1,19.95,23.57,0.07,,,,,,,,,,,,,,,
480,12/05/2022- 4:45:33 AM,4.1,106.2,20,23.63,0.07,,,,,,,,,,,,,,,
481,12/05/2022- 4:55:55 AM,4.1,108.64,20.19,23.49,0.07,,,,,,,,,,,,,,,
482,12/05/2022- 5:06:17 AM,4.1,103.76,20.04,23.43,0.07,,,,,,,,,,,,,,,
483,12/05/2022- 5:17:56 AM,4.09,102.54,20.09,23.54,0.07,,,,,,,,,,,,,,,
484,12/05/2022- 5:28:18 AM,4.09,106.2,19.95,23.66,0.07,,,,,,,,,,,,,,,
485,12/05/2022- 5:38:41 AM,4.09,108.64,20.04,23.4,0.01,,,,,,,,,,,4.07,122.07,21.29,22.29,0.06
